,Equipment,Sub equipment (if applicable),Down time issue,Machine/ process stop time,Machine/ process start time,Time taken (Duration),"Type (B/D, PM, SC, Process)",Attended by - department,Attended by - senior PM/ PC/ other,Issue,Temporary action taken
656,Mould,Mould,water leakage from skt side,2:40,4:30,1.83,B/D,Mechanical,,Water Leakage from Head Bearing V-Seal,V-Seal Changed and Center Plate Refitted with dial 0.3mm (Spare Skt Dial 0.25mm)
657,Core loader,Core loader,Core loader centering check,4:55,5:30,0.58,B/D,Mechanical,,No Record,
658,trough,trough,trough shifting lock pin broken,21:15,22:20,1.08,B/D,Mechanical,,Trough Shifting Channel Broken,Channel Repositioning and full wending work done
659,Core loader,Core loader,Core loader allingment,9:12,9:20,0.13,B/D,Mechanical,,No Record,
660,Core loader,Core loader,Core loader centering check,22:00,22:07,0.12,B/D,Mechanical,,No Record,
661,uli unit,uli unit,dry uli dropping prob,0:12,0:18,0.1,B/D,Mechanical,,Dry Powder Feed Problem from Tank,Tank Nozzle Flange Open and Cleaned
662,Core loader,Core loader,Core loader housing change ,7:06,7:40,0.57,B/D,Mechanical,,Pipe face sand sticking,Core loader change (centering & compression set at 14mm)
663,Mould,Mould,water leakage from skt side,18:55,20:40,1.75,B/D,Mechanical,,Head Bearing V-Seal Damage,Seal Changing & Extractor centering work done
664,Mould,Mould,skt side water leakage from head bearing V seal,7:15,8:30,1.25,B/D,Mechanical,,Head Bearing No3 V-Seal Water Leakage,Seal Changed
665,,,,,,,,,,,
666,CCM,CCM,m/c stop during casting time,19:20,19:25,0.08,B/D,Mechanical,,No Record,
667,Core loader,Core loader,Core loader ring change ,18:40,18:50,0.17,B/D,Mechanical,,Core Loader - Socket Metal,Core Loader Changed
668,extractor,extractor,Extractor jaw open & clossing prob,11:55,12:30,0.58,B/D,Mechanical,,Extractor Closing Problem,Extractor Changed
669,PTT,PTT,PTT b/d,20:15,21:33,1.3,B/D,Mechanical,,PTT Rope was getting Jam at Load Cell Rail,Rail Grinded & PTT Speed Increased
670,extractor,extractor,extractor stopper broken,22:55,23:13,0.3,B/D,Mechanical,,Extractor Pipe Stopper Broken,Welding Done
671,trough,trough,A side trough shifting prob ,19:10,19:45,0.58,B/D,Mechanical,,Trough shifting problem due to metal Jam,Metal Jam Cleaned
672,Mould,Mould,O ring not fixing in sleeve,12:40,13:40,1,B/D,Mechanical,,No Record,
673,core ring ,core ring ,core ring change,1:42,1:52,0.17,B/D,Mechanical,,Core Loader Housing back after damage,Housing Change
674,drawn pipe removal,drawn pipe removal,drawn pipe removal,22:20,22:35,0.25,B/D,Mechanical,,No Record,
675,trough,trough,b side trough guide roller welding ,1:50,2:00,0.17,B/D,Mechanical,,No Record,
676,Core loader,Core loader,Core loader change,21:25,21:38,0.22,B/D,Mechanical,,No Record,
677,core ring ,core ring ,core ring change,23:36,0:00,0.4,B/D,Mechanical,,Core Burst due to core loader,Core Loader Change with compression 13mm set 
678,Mould,Mould,v seal water leakage,15:29,16:59,1.5,B/D,Mechanical,,Water leakage from V-Seal (DN 200-300 Head Bearing),V-Seal with Plate Change on same mould
679,CCM,CCM,sand stick prob & core brust prob ,1:59,3:29,1.5,B/D,Mechanical,,Pipe Face Sand Sticking,core ring changed (with compression increased to 15mm from 13mm which was done initially but problem was not solved) and found OK in trial
680,CCM,CCM,core brust prob ,5:06,5:26,0.33,B/D,Mechanical,,No Record,
681,fallchute ,fallchute ,spt side metal chute broken & open out ,15:35,16:20,0.75,B/D,operation,,No Record,
682,Mould,Mould,water leakage from skt side,14:42,15:19,0.62,B/D,Mechanical,,Water leakage from spt mould seal,Spt seal changed & Spt plate changed(due to high pressing)
683,extractor,extractor,extractor change,23:50,0:30,0.67,B/D,Mechanical,,Extractor sliding key (3 Nos) found broken during Sleeve Change,Extractor Changed
684,Mould,Mould,spt side head bearing water leakage,7:20,9:10,1.83,B/D,Mechanical,,V-Seal Damage,V-Seal Change on same mould
685,Mould,Mould,water leakage from skt side,18:16,18:30,0.23,B/D,Mechanical,,No Record,
686,Mould,Mould,mould rotation prob,23:40,0:00,0.33,B/D,Mechanical,,Mould Rotation Jam (DN200),Mould rotated by Sponer in opposite direction and found OK in trial
687,PTT,PTT,PTT rope change,8:40,9:00,0.33,B/D,Mechanical,,No Record,
688,core loader,core loader,Core loader housing change ,12:30,12:40,0.17,B/D,Mechanical,,No Record,
689,CCM,CCM,core brust prob ,16:12,16:40,0.47,B/D,Mechanical,,Skt Metal Fly (due to problem in new core ring),Core Loader new ring replaced with spare and compression increased to 17mm
690,core loader,core loader,Core loader centering done ,5:15,5:32,0.28,B/D,Mechanical,,No Record,
691,extractor,extractor,extractor jaw change,20:25,21:06,0.68,B/D,Mechanical,,Extractor not open/close at 6kg Pressure,Extractor change 
692,Mould,Mould,water leakage from skt side,9:28,10:24,0.93,B/D,Mechanical,,Water Leakage due to Seal Damage by Metal Jam,New Seal Change
693,Mould,Mould,water leakage from skt side,13:46,13:55,0.15,B/D,Mechanical,,No Record,
694,Mould,Mould,mould change due to spt side water leakage ,18:35,19:34,0.98,B/D,Mechanical,,,
695,Core loader,Core loader,Core loader centering done ,8:18,8:28,0.17,B/D,Mechanical,,No Record,
696,Core loader,Core loader,Core loader centering done ,11:51,12:10,0.32,B/D,Mechanical,,Core Burst,Core ring changed & center alignment done; (1:28pm to 1:48pm) Compression decreased from 10mm to 8mm
697,dial gauge ,dial gauge ,dial gauge check,21:08,21:12,0.07,B/D,Mechanical,,Core Broken After Mould Change,Housing Changed & centering done (compression set from 11mm to 5mm)
698,Mould,Mould,Mould vibration,22:32,23:29,0.95,B/D,Mechanical,,Mould Vibration,"Socket Side dial found .8mm so, all bolt tight and found .4mm (Then Alignment check & found ok)"
699,uli unit,uli unit,uli powder volume prob,4:42,5:00,0.3,B/D,Mechanical,,No Record,
700,extractor,extractor,extractor change,10:40,12:20,1.67,B/D,Mechanical,,Socket Crack in 15 pipes as Extractor was going inside barrel,Privious Extractor fitted and then started
701,Mould,Mould,mould rpm prob,15:10,15:30,0.33,B/D,Mechanical,,Mould Rotation Jam,Rotate by Crane and RPM increase then OK
702,Core loader/extractor,Core loader/extractor,Core loader/extractor centering check,20:20,21:05,0.75,B/D,Mechanical,,Mould Rotation Jam,"Sleeve Change & Extractor Remove, Extractor mounting flange middle position 10 um, packing flange fitted open 166um, limit set Jaw pressure 3.5kg/cm^2"
703,extractor,extractor,extractor jaw closing prob,2:09,2:13,0.07,B/D,Mechanical,,No Record,
704,trough,trough,B side trough pressing roller change ,2:25,2:39,0.23,B/D,Mechanical,,No Record,
705,uli unit,uli unit,dry uli dropping prob,13:20,15:00,1.67,B/D,Mechanical,,Powder Quantity Variation at tank outlet,Tank Cleaning
706,CCM,CCM,core brust prob ,22:39,22:52,0.22,B/D,Mechanical,,Core Burst,"Core ring center checking and compression adjusting work done (Before 14mm, After 9mm, Core Load 3.45kN)"
707,dial gauge ,dial gauge ,dial gauge check,1:18,1:26,0.13,B/D,Mechanical,,No Record,
708,trough,trough,trough pressing roller change,1:16,1:22,0.1,B/D,Mechanical,,No Record,
709,Core loader,Core loader,Core loader centering done ,12:56,13:01,0.08,B/D,Mechanical,,No Record,
710,Mould,Mould,Mould change due to mould rotation ,20:24,21:34,1.17,B/D,Mechanical,,Sl-3 DN150 Mould Rotation Jam,Sleeve Changing Work Done
711,Core loader,Core loader,Core loader allingment,10:35,10:50,0.25,B/D,Mechanical,,No Record,
712,trough,trough,B side trough supporting  roller change,1:53,2:33,0.67,B/D,Mechanical,,B side Trough supporting roller Jam,Roller Changing Work Done
713,trough,trough,B side trough pressing roller change ,0:08,0:25,0.28,B/D,Mechanical,,No Record,
714,Core loader,Core loader,Core loader centering done ,10:36,10:50,0.23,B/D,Mechanical,,,
715,trough,trough,B side trough tilting prob,17:50,18:00,0.17,B/D,Mechanical,,,
716,Core loader,Core loader,Core loader centering done & core ring change ,1:55,2:35,0.67,B/D,Mechanical,,,
717,trough,trough,b side trough hydrulic oil leakage,11:00,11:50,0.83,B/D,Mechanical,,,
718,trough,trough,trough supporting roller change ,1:40,2:00,0.33,B/D,Mechanical,,,
719,trough,trough,B side trough centering done ,2:10,2:40,0.5,B/D,operation,,,
720,Core loader,Core loader,Core loader compressure adjustment,16:40,17:10,0.5,B/D,Mechanical,,,
721,PTT,PTT,PTT rope change+ mould change,8:40,9:25,0.75,B/D,Mechanical,,,
722,flag gate ,flag gate ,flag gate adjustment,18:15,18:28,0.22,B/D,Mechanical,,,
723,Core loader,Core loader,Core loader spring broken ,4:20,4:45,0.42,B/D,Mechanical,,,
724,extractor,extractor,extractor jaw clossing prob,18:30,18:42,0.2,B/D,Mechanical,,,
725,trough,trough,B side trough supporting roller change ,8:15,8:24,0.15,B/D,Mechanical,,,
726,Core loader,Core loader,Core loader centering check,2:00,2:30,0.5,B/D,Mechanical,,,
727,trough,trough,A side trough supporting roller change ,6:31,6:55,0.4,B/D,Mechanical,,,
728,PTT,PTT,PTT prob,6:00,6:32,0.53,B/D,Mechanical,,,
729,PTT,PTT,PTT movement prob ,9:35,10:46,1.18,B/D,Mechanical,,,
730,MTC,MTC,Mtc gland tight ,11:20,11:42,0.37,B/D,Mechanical,,MTC Gland Leakage,Gland tightened & leakage controlled
731,CCM,CCM,core brust prob ,9:45,10:20,0.58,B/D,Mechanical,,Core Burst,Housing Changed & compression changed from 13mm to 15mm
732,CCM,CCM,V belt change ,16:30,17:17,0.78,B/D,Mechanical,,No Record,
733,pump,pump,hydrulic pressure down due to 5no pump pressure fault,12:50,15:00,2.17,B/D,Mechanical,,Pump pressure down Problem,Relief Valve Change & pressure setting done
734,Core loader,Core loader,Core loader hydrulic oil hose leakage ,20:24,20:38,0.23,B/D,Mechanical,,Core loader cylinder A-port Hose burst,Hose Changed
735,trough,trough,A side tilting hose pipe leakage ,18:45,20:05,1.33,B/D,Mechanical,,A-side trough tilting bottom port hose burst,Hose change (Not matching properly so plate cutting & another hose fitting)
736,Extractor,Extractor,Extractor prob,7:50,8:50,1,B/D,Mechanical,,Extractor not opening (Shaft Bend),Extractor changed & aligned
737,Core loader,Core loader,Core loader change ,19:28,19:35,0.12,B/D,Mechanical,,,
738,Trough,Trough,Runner bogie shifting prob ,22:44,23:47,1.05,B/D,Mechanical,,,
739,PTT,PTT,PTT stricker plate welding ,21:30,22:03,0.55,B/D,Mechanical,,,
740,Extractor,Extractor,Extractor centering done ,16:30,17:00,0.5,B/D,Mechanical,,,
741,Extractor,Extractor,Extractor change,14:00,16:10,2.17,B/D,Mechanical,,Extractor not Working due to Extractor Pushing Rod Problem,Changed and Extractor Centering done
742,Uli unit,Uli unit,dry uli dropping prob ,16:25,16:50,0.42,B/D,Mechanical,,,
743,Core loader,Core loader,Core loader centering done,15:54,16:00,0.1,B/D,Mechanical,,,
744,Extractor,Extractor,Extractor centering prob ,0:10,0:20,0.17,B/D,Mechanical,,,
745,core ring ,core ring ,core ring centering done ,18:15,18:18,0.05,B/D,Mechanical,,,
746,MTC ,MTC ,MTC guard tighting & extractor centering ,19:00,19:43,0.72,B/D,Mechanical,,,
747,trough ,trough ,trough shifting prob ,8:27,9:00,0.55,B/D,Mechanical,,,
748,Mould,Mould,water leakage from spt side ,13:42,15:20,1.63,B/D,Mechanical,,Spt side water leakage as Taper plate O-Ring was damaged ,O-Ring Changed
749,Extractor,Extractor,Extractor center out ,6:58,7:46,0.8,B/D,Mechanical,,Extractor Barrel Bend,Extractor changed & aligned
750,trough ,trough ,b side trough supporting roller change ,11:53,12:17,0.4,B/D,Mechanical,,B-side trough supporting roller Jam,Roller Change
751,Mould,Mould,water leakage from spt side ,7:22,8:06,0.73,B/D,Mechanical,,,
752,CCM,CCM,m/c under mechanical due to pipe drawn prob,13:12,17:05,3.88,B/D,Mechanical,,Skt B-side Wheel Bearing Flat,Wheel Change (1 hr)
753,trough ,trough ,b side trough supporting roller change ,6:00,6:30,0.5,B/D,Mechanical,,B-side trough supporting roller Jam,Roller Change
754,Core Loader,Core Loader,m/c stop due to core brust prob ,2:30,3:20,0.83,B/D,Mechanical,,Core Burst,Core Loader Bearing Housing Changed & compression set to 14mm
755,Core loader/extractor,Core loader/extractor,Core loader/extractor centering change ,12:55,13:30,0.58,B/D,Mechanical,,,
756,Core Loader,core ring ,core ring change,1:45,2:10,0.42,B/D,Mechanical,,,
757,Core loader,Core loader,Core loader centering done,23:12,23:30,0.3,B/D,Mechanical,,Core Burst as core touched at top position,"Core Height raised by 3mm, compression 15mm & Trial OK"
758,Mould,Mould,water leakage from spt side ,0:25,0:50,0.42,B/D,Mechanical,,,
759,Core loader,Core loader,Core loader spring broken,2:20,2:31,0.18,B/D,Mechanical,,Core Loader spring broken while running,Core Loder Changed
760,Mould,Mould,mould rotation jam ,23:55,0:10,0.25,B/D,Mechanical,,Mould Rotation Stop due to roller problem,All Top rotation roller release but still no rotation so Skt end bottom roller minnor release and then trial OK
761,Mould,Mould,mould rotation jam ,0:25,1:50,1.42,B/D,Mechanical,, Mould rotation Jam due to Spt top roller Plate,Sleeve Change
762,Core loader,Core loader,Core loader prob & core ring change ,2:34,3:27,0.88,B/D,Mechanical,,Core Burst due to core loader problem,Core loader unit changed then core brooken so again core loader unit changed with alignment then trial OK (compression 17mm)
763,Core Loader,core ring ,core ring spring broken,17:50,18:08,0.3,B/D,Mechanical,,,
764,Core loader,Core loader,Core loader centering done,3:58,4:07,0.15,B/D,Mechanical,,,
765,Core loader,Core loader,Core loader centering done,6:00,6:25,0.42,B/D,Mechanical,,,
766,Core loader,Core loader,Core loader centering done,9:00,10:45,1.75,B/D,Mechanical,,,
767,Core Loader,Core loader,m/c stop due to core brust prob ,8:00,9:00,1,B/D,Mechanical,,,
768,Core loader,Core loader,Core loader centering done,13:38,14:26,0.8,B/D,Mechanical,,Core Burst due to centre alignment problem ,Core Loader centre alignment work done
769,Core loader,Core loader,Core loader centering done,0:56,1:12,0.27,B/D,Mechanical,,,
770,Core loader,Core loader,Core loader centering done,7:45,7:55,0.17,B/D,Mechanical,,,
771,Core loader,Core loader,Core loader centering done,1:46,1:51,0.08,B/D,Mechanical,,,
772,trough ,trough ,A side trough pressing roller change,23:07,23:12,0.08,B/D,Mechanical,,,
773,Flag gate ,Flag gate ,Flag gate hydrulic oil leakage ,9:28,9:44,0.27,B/D,Mechanical,,Skt side Flag gate cylinder Hose damaged,Hose Changed
774,Core loader,Core loader,Core loader centering done,6:40,7:40,1,B/D,Mechanical,,Core Burst due to Core loader Compression Problem,Compression set to 15 mm and trial OK
775,Core loader,Core loader,Core loader centering done,22:50,23:20,0.5,B/D,Mechanical,,,
776,sector ladle ,sector ladle ,sector ladle cam roller not rotating ,3:00,3:25,0.42,B/D,Mechanical,,Sector Ladle cam roller Jam due to Roller touch with Arm one side ,Roller set to middle position and trial taken OK
777,Core Loader,core ring ,core ring allignment ,12:45,13:05,0.33,B/D,Mechanical,,,
778,PTT,PTT,PTT trolley wheel change ,1:35,2:47,1.2,B/D,Mechanical,,Skt PTT Wheel Jam,PTT Wheel Assembly changed
779,Flag gate ,Flag gate ,Flag gate hose change due to hydrulic oil leakage,14:07,14:14,0.12,B/D,Mechanical,,Skt side Flag Gate B-port Hose Oil Leakage,Hose Changed
780,Mould,Mould,mould rotation jam ,15:45,16:13,0.47,B/D,Mechanical,,Mould Rotation Jam due to Skt Top roller damage,Skt Top roller release and M/C running (Pipe thickness variation of 1mm)
781,Mould,Mould,mould change due to c/b prob & head bearing damage ,22:58,1:18,2.33,B/D,Mechanical,,Core Burst due to Head bearing rotating Problem,Sleeve changed with coreloader & Extractor centering check OK
782,Mould,Mould,mould vibration,4:50,6:00,1.17,B/D,Mechanical,,Mould Vibration due to Roller Damage ,Sleeve Change
783,extractor,extractor,Extractor striker plate broken,15:00,15:37,0.62,B/D,Mechanical,,Extractor pipe stopper plate welding broken,Stopper plate positioned & welded
784,Core loader,Core loader,core brust due to core loader centering out ,17:45,18:17,0.53,B/D,Mechanical,,Core Burst due to alignment problem,Hinge position welding with core loader change
785,sector ladle ,sector ladle ,sector ladle limit prob (cylinder open ),22:59,1:42,2.72,B/D,Mechanical,,,
786,Core loader,Core loader,core brust due to core loader centering out ,4:45,5:16,0.52,B/D,Mechanical,,Core Burst due to Core loader Compression Problem,Compression changed from 15mm to 8 mm
787,Core loader,Core loader,Core loader centering prob,23:50,1:33,1.72,B/D,Mechanical,,,
788,dial gauge,dial gauge,dial gauge checking,8:00,8:15,0.25,B/D,Mechanical,,,
789,Mould,Mould,mould change due to mould rotation stop,3:05,4:30,1.42,B/D,Mechanical,,Mould Vibration due to Rotation Jam,Sleeve Change
790,Core Loader,Core Loader,Core loader/extractor centering change ,4:30,4:50,0.33,B/D,Mechanical,,,
791,trough ,trough ,A side trough supporting roller change,1:20,2:05,0.75,B/D,Mechanical,,A-side Trough supporting Roller Bearing Jam,Old Roller removing & new roller fixing
792,Mould,Mould,spt side water leakage O ring change,2:40,3:15,0.58,B/D,Mechanical,,Spt side Mould Seal Damage,Mould Seal Changed
793,ccm,ccm,top roller change ,13:14,16:05,2.85,B/D,Mechanical,,Pipe drawn (900mm from Spt) as middle top roller was damaged,Roller Changed and Mould Set
794,trough ,trough ,B side trough tilting hydrulic oil leakage ,15:53,16:35,0.7,B/D,Mechanical,,,
795,trough ,trough ,trough shifting hose change,1:00,1:50,0.83,B/D,Mechanical,,,
796,extractor,extractor,extractor,3:00,3:25,0.42,B/D,Mechanical,,Extractor Center Out,Extractor centering done
797,ccm,ccm,casting time variation,13:12,13:22,0.17,B/D,Mechanical,,,
798,Core loader,Core loader,Core loader centering done,2:15,2:25,0.17,B/D,Mechanical,,,
799,MTC,MTC,casting time variation,11:30,13:08,1.63,B/D,Mechanical,,,
800,Core loader,Core loader,Core loader change ,22:59,23:04,0.08,B/D,Mechanical,,Core Loader Spring Broken,Core Loader Changed
801,trough ,trough ,A side trough pressing roller change,7:10,7:40,0.5,B/D,Mechanical,,,
802,trough ,trough ,A side trough pressing roller change,5:00,5:30,0.5,B/D,Mechanical,,,
803,Core loader,Core loader,Core loader allingment ,21:15,22:30,1.25,B/D,Mechanical,,Core Burst due to Core Loader Problem,Core Loader centered & compression set
804,extractor,extractor,extractor change & mtc gland tight,10:45,11:40,0.92,B/D,Mechanical,,Extractor jaw Opening Problem,Extractor Change with centering
805,PTT,PTT,PTT trolley attachment broken ,0:40,1:50,1.17,B/D,Mechanical,,PTT was not moving at Gantry End as PTT frame at Skt end broken from Joint End,PTT Frame rewelded at broken area & PTT-Flaggate height adjusted
806,dial gauge,dial gauge,dial gauge checking,18:55,19:02,0.12,B/D,Mechanical,,,
807,Extractor,extractor,Core loader/extractor centering change ,15:32,16:25,0.88,B/D,Mechanical,,Extractor Center Out after Mould Change,Extractor Centering done
808,core ring ,core ring ,core ring change,5:55,6:00,0.08,B/D,Mechanical,,,
809,Core loader,Core loader,Core loader centering done,19:35,20:10,0.58,B/D,Mechanical,,,
810,core ring ,core ring ,core ring change,7:58,8:15,0.28,B/D,Mechanical,,Core Burst due to loose Housing,Core Loader Centering & locking (Comp. 10mm)
811,Mould,Mould,water leakage from spt side ,7:00,7:15,0.25,B/D,Mechanical,,Spt Seal Water leakage,New Seal fitted & leak arrested
812,Mould,Mould,water leakage from spt side ,6:30,6:35,0.08,B/D,Mechanical,,,
813,ccm,ccm,pressing roller variation ,11:55,14:26,2.52,B/D,Mechanical,,,
814,extractor,extractor,extractor drag chain b/d,4:10,5:10,1,B/D,Mechanical,,,
815,extractor,extractor,extractor centering check,18:08,18:53,0.75,B/D,Mechanical,,,
816,trough ,trough ,A side trough supporting roller change,1:13,1:36,0.38,B/D,Mechanical,,,
817,core ring ,core ring ,core ring change,6:00,6:15,0.25,B/D,Mechanical,,,
818,Mould,Mould,Mould change due to skt drawn prob ,2:00,3:39,1.65,B/D,Mechanical,,,
